fname,labels,mids,split,multi_label,primary_label
257100,Wood,/m/083vt,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Wood
429931,Chewing_and_mastication,/m/03cczk,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chewing_and_mastication
16322,"Aircraft,Vehicle","/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Aircraft
415485,Liquid,/m/04k94,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Liquid
418898,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
26180,Human_group_actions,/t/dd00012,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Human_group_actions
39517,"Yell,Shout,Human_voice","/m/07sr1lc,/m/07p6fty,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
318078,"Gasp,Breathing,Respiratory_sounds","/m/07s0dtb,/m/0lyf6,/m/09hlz4",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gasp
156124,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell","/m/0gy1t2s,/m/07pp_mv,/m/0199g,/m/07yv9,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
215447,"Chatter,Engine,Aircraft,Human_group_actions,Vehicle","/m/07rkbfh,/m/02mk9,/m/0k5j,/t/dd00012,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chatter
162523,"Engine_starting,Car,Motor_vehicle_(road),Vehicle,Engine","/t/dd00130,/m/0k4j,/m/012f08,/m/07yv9,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Engine_starting
349785,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
108638,"Crowd,Human_group_actions","/m/03qtwd,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crowd
368350,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
121237,"Speech_synthesizer,Speech,Human_voice","/m/0brhx,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Speech_synthesizer
390728,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
241906,"Applause,Human_group_actions","/m/028ght,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Applause
414223,"Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass","/m/04brg2,/m/07q7njn,/t/dd00071,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
65929,"Motor_vehicle_(road),Siren,Vehicle,Alarm","/m/012f08,/m/03kmc9,/m/07yv9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 1, 1]",
234268,"Tick-tock,Bell,Clock,Mechanisms","/m/07qjznl,/m/0395lw,/m/01x3z,/t/dd00077",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick-tock
267009,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cutlery_and_silverware
253313,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
388492,"Trickle_and_dribble,Pour,Liquid","/m/07pqc89,/m/07prgkl,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Trickle_and_dribble
339069,"Tick-tock,Clock,Mechanisms","/m/07qjznl,/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick-tock
80498,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
418296,"Train,Rail_transport,Vehicle","/m/07jdr,/m/06d_3,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Train
254326,"Sigh,Human_voice","/m/07plz5l,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sigh
73107,Run,/m/06h7j,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Run
396326,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
258176,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
267290,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
90978,"Cowbell,Bell","/m/0239kh,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cowbell
276275,"Car,Motor_vehicle_(road),Vehicle","/m/0k4j,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Car
219373,"Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds","/m/07r5v4s,/m/02jz0l,/m/04k94,/t/dd00071",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Drip
255114,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
138042,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
336494,Thump_and_thud,/m/07qnq_y,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Thump_and_thud
415426,"Harp,Musical_instrument,Music","/m/03m5k,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Harp
91160,"Cowbell,Bell","/m/0239kh,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cowbell
219522,"Crack,Crackle","/m/07qs1cx,/m/07pzfmf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crack
198331,"Crowd,Fireworks,Human_group_actions,Explosion","/m/03qtwd,/m/0g6b5,/t/dd00012,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
260246,Tearing,/m/07qcx4z,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tearing
85554,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",train,"[1, 0, 0, 0, 0, 0, 0, 0]",
230416,"Drum,Percussion,Musical_instrument,Music","/m/026t6,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Drum
217948,"Sigh,Human_voice","/m/07plz5l,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sigh
256823,"Skateboard,Vehicle","/m/06_fw,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Skateboard
340932,"Crowd,Human_group_actions","/m/03qtwd,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crowd
145577,"Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm","/m/0912c9,/m/0k4j,/m/012f08,/m/07yv9,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
41107,"Waves_and_surf,Ocean,Water","/m/034srq,/m/05kq4,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Waves_and_surf
213876,"Slam,Door,Domestic_sounds_and_home_sounds","/m/07rjzl8,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Slam
171669,"Stream,Water","/m/0j6m2,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Stream
80355,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
318931,"Water_tap_and_faucet,Domestic_sounds_and_home_sounds","/m/02jz0l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Water_tap_and_faucet
434249,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
76473,"Singing,Human_voice","/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Singing
320376,Wood,/m/083vt,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Wood
223552,"Shatter,Glass","/m/07rn7sz,/m/039jq",val,"[0, 0, 0, 0, 0, 1, 0, 0]",
168588,"Ringtone,Keyboard_(musical),Musical_instrument,Music,Telephone,Alarm","/m/01hnzm,/m/05148p4,/m/04szw,/m/04rlf,/m/07cx4,/m/07pp_mv",val,"[0, 0, 0, 0, 0, 0, 0, 1]",
88499,Tap,/m/07qcpgn,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tap
368338,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
215818,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
396088,"Traffic_noise_and_roadway_noise,Motor_vehicle_(road),Vehicle","/m/0btp2,/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Traffic_noise_and_roadway_noise
18072,Squeak,/m/07q6cd_,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Squeak
417742,"Singing,Human_voice","/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Singing
378393,"Scissors,Domestic_sounds_and_home_sounds","/m/01lsmm,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Scissors
346711,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
166968,"Splash_and_splatter,Liquid","/m/07rrlb6,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Splash_and_splatter
48664,"Printer,Mechanisms","/m/01m4t,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Printer
33417,"Bicycle,Vehicle","/m/0199g,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bicycle
348883,"Glockenspiel,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwtp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Glockenspiel
193837,"Knock,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Knock
419327,"Female_singing,Human_voice,Singing","/t/dd00004,/m/09l8g,/m/015lz1",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Female_singing
179236,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
235105,"Female_speech_and_woman_speaking,Speech,Human_voice","/m/02zsn,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Female_speech_and_woman_speaking
120528,"Fill_(with_liquid),Trickle_and_dribble,Glass,Liquid,Pour","/m/07p7b8y,/m/07pqc89,/m/039jq,/m/04k94,/m/07prgkl",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
243555,"Trickle_and_dribble,Pour,Liquid","/m/07pqc89,/m/07prgkl,/m/04k94",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Trickle_and_dribble
79725,Tap,/m/07qcpgn,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tap
408785,"Drawer_open_or_close,Domestic_sounds_and_home_sounds","/m/0fqfqc,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Drawer_open_or_close
402011,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
86353,"Rattle_(instrument),Percussion,Musical_instrument,Music","/m/05r5wn,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Rattle_(instrument)
90562,"Cowbell,Bell","/m/0239kh,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cowbell
120540,"Marimba_and_xylophone,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwsp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Marimba_and_xylophone
271063,"Alarm,Engine,Train,Rail_transport,Vehicle","/m/07pp_mv,/m/02mk9,/m/07jdr,/m/06d_3,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
381324,Hands,/m/0k65p,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hands
202927,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
408890,"Chirp_and_tweet,Traffic_noise_and_roadway_noise,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Motor_vehicle_(road),Vehicle","/m/07pggtn,/m/0btp2,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk,/m/012f08,/m/07yv9",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Chirp_and_tweet
81936,"Female_speech_and_woman_speaking,Speech,Human_voice","/m/02zsn,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Female_speech_and_woman_speaking
153939,"Acoustic_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/042v_gx,/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Acoustic_guitar
68687,Walk_and_footsteps,/m/07pbtc8,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Walk_and_footsteps
348922,"Glockenspiel,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwtp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Glockenspiel
239464,"Scratching_(performance_technique),Musical_instrument,Music","/m/01hgjl,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Scratching_(performance_technique)
368330,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
12847,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Dishes_and_pots_and_pans
22862,Run,/m/06h7j,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Run
82111,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
344047,"Yell,Shout,Human_voice","/m/07sr1lc,/m/07p6fty,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
387924,Fire,/m/02_41,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fire
201252,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Coin_(dropping)
343799,"Typing,Domestic_sounds_and_home_sounds","/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typing
274759,"Human_voice,Telephone,Alarm","/m/09l8g,/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
18925,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
152660,"Accelerating_and_revving_and_vroom,Engine","/m/07q2z82,/m/02mk9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Accelerating_and_revving_and_vroom
408714,"Toilet_flush,Domestic_sounds_and_home_sounds","/m/01jt3m,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Toilet_flush
422077,"Chime,Bell","/m/0f8s22,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Chime
239651,"Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music","/m/018vs,/m/0342h,/m/0fx80y,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bass_guitar
331922,Glass,/m/039jq,train,"[0, 0, 0, 0, 0, 1, 0, 0]",
237924,"Splash_and_splatter,Liquid","/m/07rrlb6,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Splash_and_splatter
361754,"Finger_snapping,Hands","/m/025_jnm,/m/0k65p",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Finger_snapping
75656,"Gull_and_seagull,Bird,Wild_animals,Animal","/m/01dwxx,/m/015p6,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gull_and_seagull
366299,Crumpling_and_crinkling,/t/dd00112,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crumpling_and_crinkling
415469,"Harp,Musical_instrument,Music","/m/03m5k,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Harp
193945,"Typewriter,Typing,Domestic_sounds_and_home_sounds","/m/0c2wf,/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typewriter
91471,Fart,/m/02_nn,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fart
233689,"Motor_vehicle_(road),Vehicle","/m/012f08,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Motor_vehicle_(road)
360497,"Door,Domestic_sounds_and_home_sounds","/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Door
253973,"Hiss,Bus,Motor_vehicle_(road),Engine,Vehicle","/m/07rjwbb,/m/01bjv,/m/012f08,/m/02mk9,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hiss
110405,"Church_bell,Percussion,Musical_instrument,Music,Bell","/m/03w41f,/m/0l14md,/m/04szw,/m/04rlf,/m/0395lw",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Church_bell
346672,Respiratory_sounds,/m/09hlz4,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Respiratory_sounds
325216,"Printer,Mechanisms","/m/01m4t,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Printer
233781,"Insect,Wild_animals,Animal","/m/03vt0,/m/01280g,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Insect
126730,"Growling,Animal","/m/0ghcn6,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Growling
169592,"Microwave_oven,Domestic_sounds_and_home_sounds","/m/0fx9l,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Microwave_oven
221085,Alarm,/m/07pp_mv,train,"[0, 0, 0, 0, 0, 0, 0, 1]",
373583,"Marimba_and_xylophone,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwsp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Marimba_and_xylophone
181481,Hiss,/m/07rjwbb,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Hiss
392237,"Livestock_and_farm_animals_and_working_animals,Animal","/m/0ch8v,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Livestock_and_farm_animals_and_working_animals
105333,"Rattle_(instrument),Percussion,Musical_instrument,Music","/m/05r5wn,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Rattle_(instrument)
67007,Vehicle,/m/07yv9,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Vehicle
326055,"Tick,Hiss,Fire","/m/07qjznt,/m/07rjwbb,/m/02_41",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick
8135,"Aircraft,Vehicle","/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Aircraft
364732,"Finger_snapping,Hands","/m/025_jnm,/m/0k65p",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Finger_snapping
219222,"Tick-tock,Clock,Mechanisms","/m/07qjznl,/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick-tock
376662,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
138272,"Ringtone,Keyboard_(musical),Musical_instrument,Music,Telephone,Alarm","/m/01hnzm,/m/05148p4,/m/04szw,/m/04rlf,/m/07cx4,/m/07pp_mv",val,"[0, 0, 0, 0, 0, 0, 0, 1]",
63805,"Walk_and_footsteps,Laughter,Human_voice","/m/07pbtc8,/m/01j3sz,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Walk_and_footsteps
255736,"Singing,Human_voice","/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Singing
202093,"Shatter,Glass","/m/07rn7sz,/m/039jq",val,"[0, 0, 0, 0, 0, 1, 0, 0]",
1729,"Purr,Cat,Domestic_animals_and_pets,Animal","/m/02yds9,/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Purr
353287,"Screaming,Human_voice","/m/03qc9zr,/m/09l8g",train,"[1, 0, 0, 0, 0, 0, 0, 0]",
189579,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
27877,Chewing_and_mastication,/m/03cczk,val,"[0, 0, 0, 0, 0, 0, 0, 0]",Chewing_and_mastication
89871,"Tap,Glass","/m/07qcpgn,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
132951,"Scissors,Domestic_sounds_and_home_sounds","/m/01lsmm,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Scissors
168480,Engine,/m/02mk9,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Engine
348837,"Conversation,Laughter,Human_voice,Speech","/m/01h8n0,/m/01j3sz,/m/09l8g,/m/09x0r",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Conversation
64528,Fart,/m/02_nn,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fart
66434,"Coin_(dropping),Dishes_and_pots_and_pans,Glass,Domestic_sounds_and_home_sounds","/m/0242l,/m/04brg2,/m/039jq,/t/dd00071",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
156335,Crackle,/m/07pzfmf,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Crackle
143134,"Snare_drum,Drum,Percussion,Musical_instrument,Music","/m/06rvn,/m/026t6,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Snare_drum
379198,"Chink_and_clink,Glass","/m/07q7njn,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
256338,"Speech_synthesizer,Speech,Human_voice","/m/0brhx,/m/09x0r,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Speech_synthesizer
169113,"Tick-tock,Clock,Mechanisms","/m/07qjznl,/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick-tock
188828,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
319944,"Typewriter,Typing,Domestic_sounds_and_home_sounds","/m/0c2wf,/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typewriter
274059,"Trickle_and_dribble,Pour,Liquid","/m/07pqc89,/m/07prgkl,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Trickle_and_dribble
340747,"Sliding_door,Door,Domestic_sounds_and_home_sounds","/m/02y_763,/m/02dgv,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Sliding_door
434268,"Fireworks,Explosion","/m/0g6b5,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
193957,"Typewriter,Typing,Domestic_sounds_and_home_sounds","/m/0c2wf,/m/0316dw,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Typewriter
144484,"Snare_drum,Drum,Percussion,Musical_instrument,Music","/m/06rvn,/m/026t6,/m/0l14md,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Snare_drum
348923,"Glockenspiel,Mallet_percussion,Percussion,Musical_instrument,Music","/m/0dwtp,/m/0j45pbj,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Glockenspiel
219455,"Gunshot_and_gunfire,Explosion","/m/032s66,/m/014zdl",train,"[0, 0, 0, 1, 1, 0, 0, 0]",
427388,Respiratory_sounds,/m/09hlz4,train,"[0, 0, 0, 0, 0, 0, 0, 0]",Respiratory_sounds
65370,"Female_singing,Singing,Human_voice","/t/dd00004,/m/015lz1,/m/09l8g",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Female_singing
251967,"Aircraft,Vehicle","/m/0k5j,/m/07yv9",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Aircraft
336404,"Raindrop,Drip,Rain,Water,Liquid","/m/07r10fb,/m/07r5v4s,/m/06mb1,/m/0838f,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Raindrop
88681,"Finger_snapping,Hands","/m/025_jnm,/m/0k65p",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Finger_snapping
254290,"Fill_(with_liquid),Liquid","/m/07p7b8y,/m/04k94",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Fill_(with_liquid)
173577,"Shatter,Glass","/m/07rn7sz,/m/039jq",train,"[0, 0, 0, 0, 0, 1, 0, 0]",
130406,"Tabla,Drum,Percussion,Musical_instrument,Music","/m/01p970,/m/026t6,/m/0l14md,/m/04szw,/m/04rlf",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Tabla
420223,"Water,Splash_and_splatter,Liquid","/m/0838f,/m/07rrlb6,/m/04k94",val,"[0, 0, 0, 0, 0, 0, 0, 0]",Water
127669,"Ocean,Water","/m/05kq4,/m/0838f",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Ocean
20285,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm","/m/03wwcy,/m/02dgv,/t/dd00071,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
432759,"Cat,Domestic_animals_and_pets,Animal","/m/01yrx,/m/068hy,/m/0jbk",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Cat
134696,"Shout,Human_voice","/m/07p6fty,/m/09l8g",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
399583,"Bathtub_(filling_or_washing),Domestic_sounds_and_home_sounds","/m/03dnzn,/t/dd00071",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Bathtub_(filling_or_washing)
151243,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
432328,"Applause,Human_group_actions","/m/028ght,/t/dd00012",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Applause
325928,"Tick-tock,Clock,Mechanisms","/m/07qjznl,/m/01x3z,/t/dd00077",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Tick-tock
45372,Explosion,/m/014zdl,train,"[0, 0, 0, 1, 0, 0, 0, 0]",
45721,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
208700,"Telephone,Alarm","/m/07cx4,/m/07pp_mv",train,"[0, 0, 0, 0, 0, 0, 0, 1]",
413617,"Gong,Percussion,Musical_instrument,Music","/m/0mbct,/m/0l14md,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Gong
191994,"Boom,Explosion","/m/07qqyl4,/m/014zdl",train,"[0, 0, 0, 1, 0, 0, 0, 0]",
223527,"Male_speech_and_man_speaking,Yell,Speech,Human_voice,Shout","/m/05zppz,/m/07sr1lc,/m/09x0r,/m/09l8g,/m/07p6fty",train,"[0, 1, 0, 0, 0, 0, 0, 0]",
410655,"Keyboard_(musical),Musical_instrument,Music","/m/05148p4,/m/04szw,/m/04rlf",train,"[0, 0, 0, 0, 0, 0, 0, 0]",Keyboard_(musical)
