ytid,start_s,end_s,labels,Scream,Shout,Crying,Explosion,Gunshot,Glass,Siren,Alarm
aagz3b91Wqk,90.0,100.0,"/m/09x0r,/m/0c3f7m,/t/dd00125",0,0,0,0,0,0,0,1
eJbgg-nEPWg,0.0,10.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
1g_zzgMelUU,30.0,40.0,"/m/09x0r,/t/dd00129",0,0,0,0,0,0,0,0
Yhv1dSuRyOo,40.0,50.0,/m/09x0r,0,0,0,0,0,0,0,0
9XbI0faiM3o,0.0,10.0,"/m/04rlf,/m/07pp_mv",0,0,0,0,0,0,0,1
aGHHM0HTn9A,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
9Zd3L4yxtrs,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
c58D2jK7HYE,190.0,200.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
9I1cVz9p7wc,30.0,40.0,"/m/014zdl,/m/04rlf,/m/09x0r",0,0,0,1,0,0,0,0
3sZMw6BdA1Y,30.0,40.0,/t/dd00002,0,0,1,0,0,0,0,0
VDA0CawDA2I,30.0,40.0,"/m/0463cq4,/m/07qz6j3,/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
C2LwvVL-BiY,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
sMuRM6S8xBI,10.0,20.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
YbQWSQpL06c,70.0,80.0,/m/039jq,0,0,0,0,0,1,0,0
tGF9ObWiNVk,0.0,10.0,"/g/122z_qxw,/m/0g6b5",0,0,0,1,0,0,0,0
IqQq5X0WhqI,360.0,370.0,/m/0c3f7m,0,0,0,0,0,0,0,1
ROJ3NiOO2rQ,110.0,120.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
MGpByIzWw4c,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
3XnL5Q6KAMY,130.0,140.0,/m/032s66,0,0,0,0,1,0,0,0
N0ILRovBwok,0.0,9.0,/m/032s66,0,0,0,0,1,0,0,0
BNMvx1eB9B8,30.0,40.0,"/m/04rlf,/t/dd00002",0,0,1,0,0,0,0,0
LGWFkv9jxDk,50.0,60.0,/m/03qc9zr,1,0,0,0,0,0,0,0
ngHmt25_--M,0.0,10.0,"/m/03kmc9,/m/09x0r,/m/0dgbq",0,0,0,0,0,0,1,0
O5mYOyhTLDo,0.0,10.0,"/m/03qc9zr,/m/09x0r,/t/dd00128",1,0,0,0,0,0,0,0
gtJmH6YAj5U,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
WJIbHyRTOh8,10.0,20.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
rtaeGMlAvys,180.0,190.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
dy2JwAkmIeQ,80.0,90.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
sp63vL5h2yY,40.0,50.0,"/m/07rjzl8,/m/09x0r",0,0,0,0,0,0,0,0
UiyXsJOKBqA,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
nzs96SxZN6U,50.0,60.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
zWQ1DnL5UCY,40.0,50.0,/m/03kmc9,0,0,0,0,0,0,1,0
JQn9vuTb1VY,220.0,230.0,/m/032s66,0,0,0,0,1,0,0,0
LZqIREMh0ss,30.0,40.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
mOFJrPairrQ,30.0,40.0,/t/dd00002,0,0,1,0,0,0,0,0
2xA_-JeIUlo,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
h_2YSOnwzn0,230.0,240.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
cxYlbIAYSZc,30.0,40.0,"/m/012ndj,/m/04qvtq",0,0,0,0,0,0,1,0
LOY2kmKOSJQ,0.0,10.0,/m/039jq,0,0,0,0,0,1,0,0
YsVGyVb-sf8,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
cyMpO0ZdSCo,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
vqhJYScDw9k,190.0,200.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
OSDlW00k4RI,30.0,40.0,"/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
nWR4ttq7AiA,70.0,80.0,"/m/012ndj,/m/01jwx6,/m/03j1ly,/m/07pb8fc,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
6zC67jUGjRA,7.0,17.0,"/m/014zdl,/m/07pws3f,/m/09x0r",0,0,0,1,0,0,0,0
I1WYt6wqzVY,120.0,130.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
TVc_Be4I2pY,70.0,80.0,"/g/122z_qxw,/m/09x0r",0,0,0,0,0,0,0,0
HTt2V4la41k,110.0,120.0,"/m/04rlf,/m/07pkxdp",0,0,0,0,0,0,0,0
W2MWgNVXrqA,190.0,200.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
zEDBfCy56Fw,10.0,20.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
-cT1k8mONL0,60.0,70.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
I52pXiuJBug,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
TEWRI1-USjw,20.0,30.0,/m/032s66,0,0,0,0,1,0,0,0
T0QQ4luYi4Y,10.0,20.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
Xo-TVqGP-MU,100.0,110.0,"/m/04rlf,/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,0
CCpxgY8BonA,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
XwdvUn3lmQ8,250.0,260.0,"/m/015p6,/m/020bb7,/m/039jq,/m/07pggtn,/m/09x0r",0,0,0,0,0,1,0,0
eovrcKiM3Fk,10.0,20.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
0ct9AETvIdE,30.0,40.0,/m/02mfyn,0,0,0,0,0,0,0,1
l40Pa_0Siw4,18.0,28.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
aQxyMipYAVo,30.0,40.0,"/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00128",0,1,0,0,0,0,0,0
H8CjnmzwHVI,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
UkrcILbBaVA,50.0,60.0,"/m/039jq,/m/07q7njn,/m/07qnq_y,/m/09x0r",0,0,0,0,0,1,0,0
neyvfbFjK4Y,260.0,270.0,"/m/07pp_mv,/m/0c3f7m",0,0,0,0,0,0,0,1
9UhhRu-0iyA,0.0,10.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
uY8WQqoa2lM,0.0,10.0,"/m/0261r1,/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
qVG1g0dfVDA,300.0,310.0,"/m/04rlf,/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
gC51xYL23VI,0.0,10.0,"/m/015lz1,/m/04rlf,/m/0glt670",0,0,0,0,0,0,0,0
vaRSHAVg_2M,13.0,23.0,/m/012ndj,0,0,0,0,0,0,1,0
Tvd6wM5XD4A,30.0,40.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
2P8QBJPzIiI,430.0,440.0,"/m/03qtwd,/m/07qfr4h,/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
IVSi6pifoB4,280.0,290.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
-60bBlFvY4U,190.0,200.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
3vAgJ-2BRt0,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
r6BaVaUr5RA,30.0,40.0,"/m/01h8n0,/m/09x0r",0,0,0,0,0,0,0,0
8LL5eIgMrSk,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
4fBmFbiqSOw,30.0,40.0,"/m/01y3hg,/m/09x0r",0,0,0,0,0,0,0,1
bMOXvzc199Y,30.0,40.0,"/m/09x0r,/m/0g6b5,/t/dd00128",0,0,0,1,0,0,0,0
QzMAVUJKfO8,20.0,30.0,/m/02mfyn,0,0,0,0,0,0,0,1
F3L96k37Sl8,30.0,40.0,/t/dd00002,0,0,1,0,0,0,0,0
ryFfzWTLpqI,180.0,190.0,/m/0c3f7m,0,0,0,0,0,0,0,1
Hj14uLJCpEI,30.0,40.0,/m/02mfyn,0,0,0,0,0,0,0,1
8-QA4dzc5y0,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
yTTiQEZzNBc,0.0,6.0,"/m/0395lw,/m/039jq",0,0,0,0,0,1,0,0
VrY4RAOol24,4.0,14.0,/m/014zdl,0,0,0,1,0,0,0,0
BwfQv6X1fmI,30.0,40.0,"/m/04rlf,/m/06rqw,/m/0ln16",0,0,0,0,0,0,0,0
05xfC14m3bA,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
VUbO1dwu1oc,0.0,10.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
YF6K8U0xi4g,430.0,440.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
h_ECXv_Ex8E,20.0,30.0,"/m/03qc9zr,/m/09x0r,/m/0ytgt",1,0,0,0,0,0,0,0
fO8LY-6eG9I,16.0,26.0,/m/03kmc9,0,0,0,0,0,0,1,0
ThP9FpUpwkQ,0.0,10.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
OSin8gV8n-U,30.0,40.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
wQAwZBS67QQ,10.0,20.0,"/m/039jq,/m/07rn7sz",0,0,0,0,0,1,0,0
JFiOinJF6U0,20.0,30.0,/m/09x0r,0,0,0,0,0,0,0,0
BSPjTGVP1I4,30.0,40.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
ON_S2eB-RYs,0.0,10.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
BjqvT5KVUsw,300.0,310.0,"/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
S37GJJGhRus,130.0,140.0,/m/09x0r,0,0,0,0,0,0,0,0
JdeC-q_rhjY,430.0,440.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
hpzLi4Cp2Dw,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
QH8DfzBdtbk,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
3jBcoq54cyA,420.0,430.0,/m/09x0r,0,0,0,0,0,0,0,0
Yl7Rfw7xB90,50.0,60.0,"/m/01hgjl,/m/09x0r",0,0,0,0,0,0,0,0
3ZovVuPWwuI,20.0,30.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
SXb6fnzjCr8,0.0,7.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
uQw4BjJHlLQ,0.0,10.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
OUV58Cw87oY,30.0,40.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
bs2e0PglyTQ,10.0,20.0,"/m/025rv6n,/m/032s66,/m/07qwf61,/m/0dbvp",0,0,0,0,1,0,0,0
-6n82E5zyuY,70.0,80.0,"/m/01x3z,/m/046dlr,/m/07pp_mv",0,0,0,0,0,0,0,1
c-3f39Vv_B0,30.0,40.0,/m/039jq,0,0,0,0,0,1,0,0
h6v_duBHnJM,0.0,10.0,"/g/122z_qxw,/m/04rlf,/m/0g6b5",0,0,0,1,0,0,0,0
qhOroBS6WNQ,30.0,40.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
zH1HMCVzl3E,0.0,10.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
8lJhwGR7izQ,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
J-rXHU6rbf8,11.0,21.0,/m/09x0r,0,0,0,0,0,0,0,0
ESDjaHAL0eY,30.0,40.0,"/m/04rlf,/m/05r6t",0,0,0,0,0,0,0,0
Hp3kmf0_XrQ,180.0,190.0,/m/039jq,0,0,0,0,0,1,0,0
wH4V2_BWnTQ,170.0,180.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
GcsT_deIZhw,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
1B-v9D4e41w,130.0,140.0,"/m/015lz1,/m/04rlf,/t/dd00126",0,0,0,0,0,0,0,0
4V4xsJv9mb4,10.0,20.0,"/m/02fsn,/m/0342h,/m/04rlf,/m/04szw,/m/07y_7,/m/09x0r,/m/0fx80y,/m/0ggq0m,/m/0l14_3",0,0,0,0,0,0,0,0
6m9RSmLeC6M,40.0,50.0,/m/0c3f7m,0,0,0,0,0,0,0,1
Ri0vScq2odc,40.0,50.0,"/m/07pp_mv,/m/0c3f7m",0,0,0,0,0,0,0,1
-__L3T1Yv_4,330.0,340.0,/m/0g6b5,0,0,0,1,0,0,0,0
6oHxYoqDBR4,1.0,11.0,"/m/014zdl,/m/04rlf,/m/07qsvvw",0,0,0,1,0,0,0,0
qfOeXfna37g,440.0,450.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
D6QXcMctr54,230.0,240.0,"/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
lfQmtBTAnkM,30.0,35.0,/m/09x0r,0,0,0,0,0,0,0,0
NgIDH-gxCsw,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
ByuuOr69EtU,40.0,50.0,"/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
P-3o1gZUUUc,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
5YB13i75Nr4,60.0,70.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
3z38lhPtDhk,130.0,140.0,/m/032s66,0,0,0,0,1,0,0,0
nvAZ2uo38oY,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv,/t/dd00125",0,0,0,0,0,0,0,0
tlZku-U0-GY,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
0rZzd93pUHs,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
k9YfSvMiUX0,30.0,40.0,"/m/01y3hg,/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
thEJ_4Zxmm0,17.0,27.0,/m/02mfyn,0,0,0,0,0,0,0,1
WyQKm2TcNF8,280.0,290.0,"/m/04qvtq,/m/04rlf",0,0,0,0,0,0,1,0
0hqmp7PcV8E,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
IkH0Enpfy2U,2.0,12.0,"/m/07yv9,/m/09x0r,/t/dd00067",0,0,0,0,0,0,0,0
kqMAqmNmrlo,20.0,30.0,/m/0g6b5,0,0,0,1,0,0,0,0
c33J0RzBC5s,3.0,13.0,"/m/012f08,/m/04qvtq,/m/07yv9,/m/0k4j",0,0,0,0,0,0,1,0
iKGf41v3ACc,270.0,280.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
dqtWOGgIuHo,20.0,30.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
nOyVUdqe_Z0,0.0,8.0,"/m/039jq,/m/04rlf,/m/07pc8lb,/m/07rn7sz",0,0,0,0,0,1,0,0
mvL3M3ZOsVQ,120.0,130.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
pwBTPDXuLbg,10.0,20.0,"/m/04rlf,/m/06by7,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
VaO3e-N6fjo,190.0,200.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
J4E4cniHau0,30.0,40.0,"/m/019jd,/m/02rlv9,/m/07yv9,/m/09x0r",0,0,0,0,0,0,0,0
Zh1MgzHj2SM,0.0,10.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
clckt2_kzs0,20.0,30.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
KtNVnByRvyc,200.0,210.0,"/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,0
TeBqYo7y_IE,140.0,150.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
pzaLqsvD5oQ,4.0,14.0,"/m/012ndj,/m/03j1ly,/m/07q2z82,/m/07r04,/m/07yv9,/m/09x0r",0,0,0,0,0,0,1,0
XfgvxxFLwcY,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
d4m-SGL0-m8,210.0,220.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
26NQNb3y7xU,30.0,40.0,/m/0g6b5,0,0,0,1,0,0,0,0
zfM6rfQifVI,11.0,21.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j",0,0,0,0,0,0,0,0
0wRkcrgpFCM,300.0,310.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
zmzJPuIYveY,230.0,240.0,/m/04rlf,0,0,0,0,0,0,0,0
afSWuZ3fxTc,5.0,15.0,/m/04qvtq,0,0,0,0,0,0,1,0
19xOdmAZ_5Q,40.0,50.0,/m/09x0r,0,0,0,0,0,0,0,0
DLy9fA2uQyY,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
mLmed2Ycwfk,30.0,40.0,"/m/03qc9zr,/m/0463cq4,/m/09x0r,/m/0ytgt",1,0,1,0,0,0,0,0
7kL7i5VdAT4,30.0,40.0,"/m/03qc9zr,/m/03qtwd,/m/09x0r",1,0,0,0,0,0,0,0
4WhdXSZWiPQ,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
99v6k54fbZc,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/07r04,/m/07yv9,/m/09x0r,/m/0k4j",0,0,0,0,0,0,1,0
BA1roZkCVgs,30.0,40.0,"/m/03k3r,/m/04rlf,/m/07rv9rh,/m/09x0r,/m/0jbk",0,0,0,0,0,0,0,0
2QPgoaJyP8Q,10.0,20.0,"/m/039jq,/m/04k94,/m/04rlf,/m/07q7njn,/m/09x0r",0,0,0,0,0,1,0,0
ZGLhTg7ZGdA,10.0,20.0,/m/0g6b5,0,0,0,1,0,0,0,0
AYpXZRPFFp0,5.0,15.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
kVtj0bAYAF8,0.0,10.0,/m/0463cq4,0,0,1,0,0,0,0,0
5EJvhqOelIU,40.0,50.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
g9yPpmIdZ0U,40.0,50.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
8Lh1s1Tre3s,24.0,34.0,"/m/014zdl,/m/09x0r",0,0,0,1,0,0,0,0
vB8KPZxItEQ,300.0,310.0,/m/09x0r,0,0,0,0,0,0,0,0
qk498u-EGQA,310.0,320.0,/m/032s66,0,0,0,0,1,0,0,0
nADvZhTdnKw,30.0,40.0,"/m/032s66,/m/0_1c",0,0,0,0,1,0,0,0
8mP7OU-eJpM,20.0,30.0,/m/0g6b5,0,0,0,1,0,0,0,0
2x43exdQ5bo,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
qXKHTD7soSI,50.0,60.0,/m/0c3f7m,0,0,0,0,0,0,0,1
X57kxGGTXdo,100.0,110.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
JPTBkETjuxc,10.0,20.0,"/m/01y3hg,/m/07pp_mv",0,0,0,0,0,0,0,1
QNg9VBistlU,40.0,50.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
7_pVKfnNGT8,120.0,130.0,"/m/04rlf,/m/04szw,/m/0dwsp,/m/0l14md",0,0,0,0,0,0,0,0
-mvGA8duqKM,29.0,39.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
6QrT_LS43Zs,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
79POyHO-x-Q,4.0,14.0,/t/dd00002,0,0,1,0,0,0,0,0
1QB3pLFnEgE,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
pJ59lhK2sl0,0.0,10.0,"/m/039jq,/m/04k94,/m/0838f",0,0,0,0,0,1,0,0
HkFjchxJevQ,14.0,24.0,/m/0463cq4,0,0,1,0,0,0,0,0
XFyEl1F9udY,70.0,80.0,"/m/03qc9zr,/m/04rlf,/m/07r660_,/m/09x0r",1,0,0,0,0,0,0,0
6J47PWNpp5o,10.0,20.0,/m/032s66,0,0,0,0,1,0,0,0
i-3Q3SXrtkU,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
JYQ_ERWUyAM,30.0,40.0,"/m/04rlf,/m/04szw,/m/07y_7",0,0,0,0,0,0,0,0
dR7pY6a0oxY,180.0,190.0,/m/03qtwd,0,0,0,0,0,0,0,0
jwOa8AgxN24,10.0,20.0,"/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07p6fty",0,1,0,0,0,0,0,0
8Pg5rMrT9fs,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
TysMutVPuxA,40.0,50.0,/m/0463cq4,0,0,1,0,0,0,0,0
hrP48zzdJMo,20.0,30.0,/m/0463cq4,0,0,1,0,0,0,0,0
Y3VVwVL6VPU,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
LkfUrrBiqss,30.0,40.0,"/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,0
G-BLJvG_2So,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
TO2OTrhephI,200.0,210.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
Nrj5vv4Yp4Y,250.0,260.0,/m/032s66,0,0,0,0,1,0,0,0
d6t-hzyQ1Y4,150.0,160.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
c_XXBZDfz8M,470.0,480.0,"/m/032s66,/m/09x0r",0,0,0,0,1,0,0,0
PFsJ6yhdlaE,0.0,7.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
fzTH5B6YooE,100.0,110.0,"/m/04qvtq,/t/dd00125",0,0,0,0,0,0,1,0
ZX6kVfCPE8U,4.0,14.0,/m/01y3hg,0,0,0,0,0,0,0,1
Mb-E8iWFwcM,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
DRk1rfp90wk,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
J94JtppGqTk,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/07pdhp0,/m/09x0r,/m/0c1dj",1,0,0,0,0,0,0,0
B9ZQcIBD4rA,30.0,40.0,"/m/014zdl,/m/07pxg6y,/m/09x0r",0,0,0,1,0,0,0,0
lGttYO2WqCk,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
LmOcYiQxg24,30.0,40.0,"/m/0463cq4,/t/dd00002",0,0,1,0,0,0,0,0
VFLbkRntnRI,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128",0,0,0,0,0,0,0,0
KAVSo3lyDJQ,20.0,30.0,"/m/04qvtq,/m/07pp_mv,/m/07yv9,/m/09x0r",0,0,0,0,0,0,1,1
uX-UdvGQwdk,10.0,20.0,"/m/0463cq4,/m/09x0r,/t/dd00125",0,0,1,0,0,0,0,0
-gb5uvwsRpI,30.0,40.0,"/m/03qc9zr,/m/07pzfmf,/m/07s2xch,/m/09x0r",1,0,0,0,0,0,0,0
8b12NfeIArY,60.0,70.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
rjfYSRH8DYY,30.0,40.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
-R0H-F4VZrI,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
6Pp1KMNaTJg,30.0,40.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
hpz9S0UGj1M,20.0,30.0,/m/0463cq4,0,0,1,0,0,0,0,0
MJVQ_Q1yMBY,25.0,35.0,"/m/012ndj,/m/02mk9,/m/03j1ly,/m/07r04,/m/07yv9,/t/dd00066",0,0,0,0,0,0,1,0
dorWrFpbMo4,290.0,300.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
9TyKnaTwgqw,10.0,20.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
E1XZEPZG6s4,30.0,40.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
l56Hy5nHNBY,50.0,60.0,/m/0463cq4,0,0,1,0,0,0,0,0
Q5-qDJUOma0,110.0,120.0,"/m/032s66,/m/04rlf",0,0,0,0,1,0,0,0
bN3ipVSpvIo,0.0,8.0,"/m/039jq,/m/07pc8lb,/m/0c1dj",0,0,0,0,0,1,0,0
xrLTDt0pDgs,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
TEShIlPdMf8,10.0,20.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
O2O53lN7wQI,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
NegcbiFuUcw,40.0,50.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5",0,0,0,1,0,0,0,0
XbtTyQ62N2A,90.0,100.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
RxXFngutA-4,10.0,20.0,"/m/0463cq4,/m/04rlf,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk",0,0,1,0,0,0,0,0
V0H1J5Umung,10.0,20.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
iEY2uNZDF5s,21.0,31.0,/m/04qvtq,0,0,0,0,0,0,1,0
8aHFPrzZ2pQ,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
8gsPutoXqbA,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
zfI3S4Pgqg0,5.0,15.0,"/m/01y3hg,/m/02fs_r,/m/0c3f7m",0,0,0,0,0,0,0,1
CbDcTOiYn4k,480.0,490.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
e9dTE-fMs6Q,40.0,50.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
Nd4nFQltKDo,20.0,30.0,/m/0g6b5,0,0,0,1,0,0,0,0
5Jx4ngx5WEo,30.0,40.0,"/m/014zdl,/m/07qsvvw,/m/09x0r",0,0,0,1,0,0,0,0
1ZHUOVBPDeM,560.0,570.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
h30Juz3Wtb8,150.0,160.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
StqIV7RBxeo,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
